STATION;Annee;EAQI_GLOBAL;POLLUANT;SIGLE POLLUANT;Mean-HourCalculation;Unit;EAQI_Index
FR06134;2011;GOOD;Nitrogen dioxide (air);NO2;14,851;µg/m3;GOOD
FR06134;2011;GOOD;Ozone (air);O3;33,586;µg/m3;GOOD
PT03094;2006;FAIR;Nitrogen dioxide (air);NO2;32,626;µg/m3;GOOD
PT03094;2006;FAIR;Sulphur dioxide (air);SO2;1,608;µg/m3;GOOD
PT03094;2006;FAIR;Particulate matter < 10 µm (aerosol);PM10;34,026;µg/m3;FAIR
ES1262A;2009;FAIR;Nitrogen dioxide (air);NO2;57,104;µg/m3;FAIR
ES1262A;2009;FAIR;Sulphur dioxide (air);SO2;3,908;µg/m3;GOOD
ES1262A;2009;FAIR;Ozone (air);O3;37,095;µg/m3;GOOD
FR08209;2010;FAIR;Sulphur dioxide (air);SO2;2,086;µg/m3;GOOD
FR08209;2010;FAIR;Ozone (air);O3;66,033;µg/m3;FAIR
FR31008;2001;FAIR;Nitrogen dioxide (air);NO2;3,691;µg/m3;GOOD
FR31008;2001;FAIR;Ozone (air);O3;59,138;µg/m3;FAIR
ES1275A;2011;GOOD;Nitrogen dioxide (air);NO2;25,742;µg/m3;GOOD
PT04003;1999;GOOD;Nitrogen dioxide (air);NO2;3,361;µg/m3;GOOD
PT04003;1999;GOOD;Sulphur dioxide (air);SO2;14,19;µg/m3;GOOD
ES1339A;1999;GOOD;Nitrogen dioxide (air);NO2;24,346;µg/m3;GOOD
ES1339A;1999;GOOD;Sulphur dioxide (air);SO2;5,073;µg/m3;GOOD
ES1339A;1999;GOOD;Ozone (air);O3;45,746;µg/m3;GOOD
FR08016;2002;FAIR;Nitrogen dioxide (air);NO2;27,858;µg/m3;GOOD
FR08016;2002;FAIR;Sulphur dioxide (air);SO2;11,803;µg/m3;GOOD
FR08016;2002;FAIR;Ozone (air);O3;53,78;µg/m3;FAIR
ES1368A;2006;FAIR;Nitrogen dioxide (air);NO2;8,884;µg/m3;GOOD
ES1368A;2006;FAIR;Sulphur dioxide (air);SO2;11,21;µg/m3;GOOD
ES1368A;2006;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,38;µg/m3;FAIR
FR09003;2003;FAIR;Nitrogen dioxide (air);NO2;28,037;µg/m3;GOOD
FR09003;2003;FAIR;Sulphur dioxide (air);SO2;1,182;µg/m3;GOOD
FR09003;2003;FAIR;Ozone (air);O3;59,774;µg/m3;FAIR
FR22004;2004;GOOD;Nitrogen dioxide (air);NO2;29,891;µg/m3;GOOD
FR22004;2004;GOOD;Sulphur dioxide (air);SO2;6,781;µg/m3;GOOD
FR22007;2003;FAIR;Nitrogen dioxide (air);NO2;22,613;µg/m3;GOOD
FR22007;2003;FAIR;Sulphur dioxide (air);SO2;16,421;µg/m3;GOOD
FR22007;2003;FAIR;Ozone (air);O3;54,463;µg/m3;FAIR
FR08714;2008;FAIR;Nitrogen dioxide (air);NO2;18,137;µg/m3;GOOD
FR08714;2008;FAIR;Ozone (air);O3;59,269;µg/m3;FAIR
FR09017;2008;FAIR;Nitrogen dioxide (air);NO2;16,709;µg/m3;GOOD
FR09017;2008;FAIR;Sulphur dioxide (air);SO2;0,969;µg/m3;GOOD
FR09017;2008;FAIR;Ozone (air);O3;50,25;µg/m3;FAIR
FR19051;2007;FAIR;Nitrogen dioxide (air);NO2;11,089;µg/m3;GOOD
FR19051;2007;FAIR;Sulphur dioxide (air);SO2;0,849;µg/m3;GOOD
FR19051;2007;FAIR;Ozone (air);O3;52,603;µg/m3;FAIR
FR41022;2008;GOOD;Nitrogen dioxide (air);NO2;37,353;µg/m3;GOOD
ES1124A;2005;GOOD;Nitrogen dioxide (air);NO2;30,109;µg/m3;GOOD
ES1124A;2005;GOOD;Sulphur dioxide (air);SO2;6,652;µg/m3;GOOD
FR01022;2006;GOOD;Nitrogen dioxide (air);NO2;19,148;µg/m3;GOOD
FR01022;2006;GOOD;Sulphur dioxide (air);SO2;4,291;µg/m3;GOOD
FR14003;2002;GOOD;Nitrogen dioxide (air);NO2;27,895;µg/m3;GOOD
FR14003;2002;GOOD;Sulphur dioxide (air);SO2;4,625;µg/m3;GOOD
FR07005;2001;GOOD;Nitrogen dioxide (air);NO2;30,209;µg/m3;GOOD
FR07005;2001;GOOD;Sulphur dioxide (air);SO2;3,837;µg/m3;GOOD
FR02020;2002;FAIR;Nitrogen dioxide (air);NO2;22,368;µg/m3;GOOD
FR02020;2002;FAIR;Sulphur dioxide (air);SO2;11,625;µg/m3;GOOD
FR02020;2002;FAIR;Ozone (air);O3;61,379;µg/m3;FAIR
FR12020;2011;FAIR;Nitrogen dioxide (air);NO2;2,989;µg/m3;GOOD
FR12020;2011;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;14,852;µg/m3;FAIR
FR12020;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,329;µg/m3;FAIR
FR12020;2011;FAIR;Ozone (air);O3;67,643;µg/m3;FAIR
ES1225A;2011;GOOD;Nitrogen dioxide (air);NO2;27,67;µg/m3;GOOD
ES1225A;2011;GOOD;Sulphur dioxide (air);SO2;2,008;µg/m3;GOOD
ES1225A;2011;GOOD;Ozone (air);O3;43,971;µg/m3;GOOD
FR35004;2001;GOOD;Nitrogen dioxide (air);NO2;20,76;µg/m3;GOOD
FR35004;2001;GOOD;Sulphur dioxide (air);SO2;2,644;µg/m3;GOOD
FR35004;2001;GOOD;Ozone (air);O3;39,334;µg/m3;GOOD
FR16001;2008;GOOD;Nitrogen dioxide (air);NO2;26,026;µg/m3;GOOD
FR16001;2008;GOOD;Sulphur dioxide (air);SO2;3,133;µg/m3;GOOD
FR16001;2008;GOOD;Ozone (air);O3;43,18;µg/m3;GOOD
ES1244A;2003;GOOD;Nitrogen dioxide (air);NO2;34,788;µg/m3;GOOD
ES1244A;2003;GOOD;Sulphur dioxide (air);SO2;9,335;µg/m3;GOOD
ES1244A;2003;GOOD;Ozone (air);O3;36,391;µg/m3;GOOD
ES0016R;2008;FAIR;Nitrogen dioxide (air);NO2;4,311;µg/m3;GOOD
ES0016R;2008;FAIR;Sulphur dioxide (air);SO2;0,887;µg/m3;GOOD
ES0016R;2008;FAIR;Ozone (air);O3;61,252;µg/m3;FAIR
ES1034A;2008;FAIR;Nitrogen dioxide (air);NO2;7,547;µg/m3;GOOD
ES1034A;2008;FAIR;Sulphur dioxide (air);SO2;4,07;µg/m3;GOOD
ES1034A;2008;FAIR;Ozone (air);O3;59,811;µg/m3;FAIR
FR34062;2009;GOOD;Nitrogen dioxide (air);NO2;20,295;µg/m3;GOOD
FR34062;2009;GOOD;Ozone (air);O3;46,734;µg/m3;GOOD
FR16027;2007;GOOD;Nitrogen dioxide (air);NO2;25,136;µg/m3;GOOD
FR16027;2007;GOOD;Ozone (air);O3;33,068;µg/m3;GOOD
FR23092;2012;GOOD;Nitrogen dioxide (air);NO2;17,454;µg/m3;GOOD
ES0651A;2002;GOOD;Nitrogen dioxide (air);NO2;13,151;µg/m3;GOOD
ES0651A;2002;GOOD;Sulphur dioxide (air);SO2;30,81;µg/m3;GOOD
ES0651A;2002;GOOD;Ozone (air);O3;23,077;µg/m3;GOOD
FR24020;2007;GOOD;Nitrogen dioxide (air);NO2;28,96;µg/m3;GOOD
FR24020;2007;GOOD;Ozone (air);O3;48,939;µg/m3;GOOD
FR35001;2005;GOOD;Nitrogen dioxide (air);NO2;16,137;µg/m3;GOOD
FR35001;2005;GOOD;Sulphur dioxide (air);SO2;0,471;µg/m3;GOOD
FR29437;2010;GOOD;Ozone (air);O3;41,311;µg/m3;GOOD
ES1117A;2000;FAIR;Nitrogen dioxide (air);NO2;25,641;µg/m3;GOOD
ES1117A;2000;FAIR;Sulphur dioxide (air);SO2;2,326;µg/m3;GOOD
ES1117A;2000;FAIR;Ozone (air);O3;54,677;µg/m3;FAIR
FR08712;2005;FAIR;Ozone (air);O3;72,421;µg/m3;FAIR
ES1762A;2008;FAIR;Nitrogen dioxide (air);NO2;17,014;µg/m3;GOOD
ES1762A;2008;FAIR;Sulphur dioxide (air);SO2;6,59;µg/m3;GOOD
ES1762A;2008;FAIR;Particulate matter < 10 µm (aerosol);PM10;30,429;µg/m3;FAIR
ES0901A;2005;FAIR;Nitrogen dioxide (air);NO2;13,423;µg/m3;GOOD
ES0901A;2005;FAIR;Sulphur dioxide (air);SO2;12,573;µg/m3;GOOD
ES0901A;2005;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;13,644;µg/m3;FAIR
PT03070;2002;GOOD;Nitrogen dioxide (air);NO2;22,462;µg/m3;GOOD
PT03070;2002;GOOD;Sulphur dioxide (air);SO2;4,912;µg/m3;GOOD
PT03070;2002;GOOD;Ozone (air);O3;48,666;µg/m3;GOOD
ES1648A;2012;FAIR;Ozone (air);O3;68,602;µg/m3;FAIR
FR02008;2010;GOOD;Sulphur dioxide (air);SO2;12,084;µg/m3;GOOD
FR32003;2001;GOOD;Nitrogen dioxide (air);NO2;33,362;µg/m3;GOOD
FR32003;2001;GOOD;Sulphur dioxide (air);SO2;2,027;µg/m3;GOOD
FR32003;2001;GOOD;Ozone (air);O3;40,23;µg/m3;GOOD
ES1049A;2003;GOOD;Ozone (air);O3;21,452;µg/m3;GOOD
PT03055;1998;GOOD;Nitrogen dioxide (air);NO2;14,094;µg/m3;GOOD
PT03055;1998;GOOD;Sulphur dioxide (air);SO2;6,174;µg/m3;GOOD
PT03055;1998;GOOD;Ozone (air);O3;21,427;µg/m3;GOOD
FR18042;2012;FAIR;Nitrogen dioxide (air);NO2;22,735;µg/m3;GOOD
FR18042;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;18,948;µg/m3;FAIR
FR18042;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;24,644;µg/m3;FAIR
FR05053;2009;GOOD;Ozone (air);O3;34,732;µg/m3;GOOD
ES0343A;2004;GOOD;Sulphur dioxide (air);SO2;13,557;µg/m3;GOOD
ES0343A;2004;GOOD;Particulate matter < 10 µm (aerosol);PM10;15,669;µg/m3;GOOD
ES1660A;2005;FAIR;Nitrogen dioxide (air);NO2;5,752;µg/m3;GOOD
ES1660A;2005;FAIR;Sulphur dioxide (air);SO2;1,555;µg/m3;GOOD
ES1660A;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;19,661;µg/m3;GOOD
ES1660A;2005;FAIR;Ozone (air);O3;77,166;µg/m3;FAIR
FR35001;2009;GOOD;Nitrogen dioxide (air);NO2;15,238;µg/m3;GOOD
FR35001;2009;GOOD;Sulphur dioxide (air);SO2;0,384;µg/m3;GOOD
FR20033;2003;GOOD;Nitrogen dioxide (air);NO2;28,706;µg/m3;GOOD
FR20033;2003;GOOD;Sulphur dioxide (air);SO2;8,089;µg/m3;GOOD
ES1298A;2009;FAIR;Nitrogen dioxide (air);NO2;11,662;µg/m3;GOOD
ES1298A;2009;FAIR;Particulate matter < 10 µm (aerosol);PM10;11,237;µg/m3;GOOD
ES1298A;2009;FAIR;Ozone (air);O3;62,391;µg/m3;FAIR
ES1294A;2007;FAIR;Nitrogen dioxide (air);NO2;34,868;µg/m3;GOOD
ES1294A;2007;FAIR;Sulphur dioxide (air);SO2;4,861;µg/m3;GOOD
ES1294A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;35,324;µg/m3;FAIR
ES1822A;2011;FAIR;Ozone (air);O3;82;µg/m3;FAIR
ES1573A;2001;FAIR;Nitrogen dioxide (air);NO2;41,643;µg/m3;FAIR
ES1573A;2001;FAIR;Sulphur dioxide (air);SO2;4,746;µg/m3;GOOD
ES1573A;2001;FAIR;Particulate matter < 10 µm (aerosol);PM10;33,821;µg/m3;FAIR
ES1573A;2001;FAIR;Ozone (air);O3;31,058;µg/m3;GOOD
FR28010;2000;GOOD;Nitrogen dioxide (air);NO2;30,721;µg/m3;GOOD
FR28010;2000;GOOD;Ozone (air);O3;36,166;µg/m3;GOOD
FR23119;2002;FAIR;Nitrogen dioxide (air);NO2;18,432;µg/m3;GOOD
FR23119;2002;FAIR;Ozone (air);O3;54,481;µg/m3;FAIR
FR15043;2010;GOOD;Nitrogen dioxide (air);NO2;24,816;µg/m3;GOOD
FR15043;2010;GOOD;Sulphur dioxide (air);SO2;2,032;µg/m3;GOOD
FR15043;2010;GOOD;Ozone (air);O3;36,069;µg/m3;GOOD
FR18018;2002;GOOD;Sulphur dioxide (air);SO2;4,107;µg/m3;GOOD
ES1044A;2010;FAIR;Nitrogen dioxide (air);NO2;32,009;µg/m3;GOOD
ES1044A;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;27,462;µg/m3;FAIR
ES1044A;2010;FAIR;Ozone (air);O3;41,156;µg/m3;GOOD
FR15039;2004;FAIR;Nitrogen dioxide (air);NO2;53,744;µg/m3;FAIR
FR15039;2004;FAIR;Sulphur dioxide (air);SO2;3,476;µg/m3;GOOD
ES1596A;2008;GOOD;Nitrogen dioxide (air);NO2;20,352;µg/m3;GOOD
ES1596A;2008;GOOD;Ozone (air);O3;46,685;µg/m3;GOOD
ES1878A;2009;FAIR;Nitrogen dioxide (air);NO2;4,754;µg/m3;GOOD
ES1878A;2009;FAIR;Sulphur dioxide (air);SO2;4,958;µg/m3;GOOD
ES1878A;2009;FAIR;Ozone (air);O3;69,56;µg/m3;FAIR
ES1925A;2012;GOOD;Sulphur dioxide (air);SO2;15,931;µg/m3;GOOD
ES1234A;2012;GOOD;Nitrogen dioxide (air);NO2;10,943;µg/m3;GOOD
ES1234A;2012;GOOD;Sulphur dioxide (air);SO2;8,077;µg/m3;GOOD
FR05072;2012;GOOD;Sulphur dioxide (air);SO2;4,096;µg/m3;GOOD
FR31015;2002;GOOD;Nitrogen dioxide (air);NO2;34,661;µg/m3;GOOD
PT02004;2000;GOOD;Nitrogen dioxide (air);NO2;20,47;µg/m3;GOOD
PT02004;2000;GOOD;Sulphur dioxide (air);SO2;20,153;µg/m3;GOOD
PT02004;2000;GOOD;Ozone (air);O3;33,661;µg/m3;GOOD
FR34024;2009;GOOD;Nitrogen dioxide (air);NO2;18,211;µg/m3;GOOD
FR34024;2009;GOOD;Sulphur dioxide (air);SO2;1,553;µg/m3;GOOD
FR34024;2009;GOOD;Ozone (air);O3;49,815;µg/m3;GOOD
ES1594A;2004;GOOD;Nitrogen dioxide (air);NO2;16,707;µg/m3;GOOD
ES1594A;2004;GOOD;Sulphur dioxide (air);SO2;6,02;µg/m3;GOOD
ES1666A;2008;FAIR;Nitrogen dioxide (air);NO2;28,056;µg/m3;GOOD
ES1666A;2008;FAIR;Sulphur dioxide (air);SO2;3,04;µg/m3;GOOD
ES1666A;2008;FAIR;Ozone (air);O3;51,162;µg/m3;FAIR
ES1072A;2010;FAIR;Nitrogen dioxide (air);NO2;24,372;µg/m3;GOOD
ES1072A;2010;FAIR;Sulphur dioxide (air);SO2;11,6;µg/m3;GOOD
ES1072A;2010;FAIR;Ozone (air);O3;66,84;µg/m3;FAIR
FR31032;2005;FAIR;Nitrogen dioxide (air);NO2;19,565;µg/m3;GOOD
FR31032;2005;FAIR;Ozone (air);O3;51,296;µg/m3;FAIR
FR31007;2008;FAIR;Nitrogen dioxide (air);NO2;23,271;µg/m3;GOOD
FR31007;2008;FAIR;Sulphur dioxide (air);SO2;5,855;µg/m3;GOOD
FR31007;2008;FAIR;Ozone (air);O3;51,325;µg/m3;FAIR
FR06007;2000;GOOD;Nitrogen dioxide (air);NO2;18,975;µg/m3;GOOD
FR06007;2000;GOOD;Ozone (air);O3;41,713;µg/m3;GOOD
FR27001;2003;FAIR;Nitrogen dioxide (air);NO2;46,184;µg/m3;FAIR
FR27001;2003;FAIR;Sulphur dioxide (air);SO2;4,348;µg/m3;GOOD
ES0014R;2010;FAIR;Nitrogen dioxide (air);NO2;3,685;µg/m3;GOOD
ES0014R;2010;FAIR;Sulphur dioxide (air);SO2;0,603;µg/m3;GOOD
ES0014R;2010;FAIR;Ozone (air);O3;75,792;µg/m3;FAIR
FR24018;2005;FAIR;Nitrogen dioxide (air);NO2;12,786;µg/m3;GOOD
FR24018;2005;FAIR;Ozone (air);O3;60,054;µg/m3;FAIR
ES1169A;2002;FAIR;Nitrogen dioxide (air);NO2;18,529;µg/m3;GOOD
ES1169A;2002;FAIR;Sulphur dioxide (air);SO2;16,899;µg/m3;GOOD
ES1169A;2002;FAIR;Particulate matter < 10 µm (aerosol);PM10;34,287;µg/m3;FAIR
ES1169A;2002;FAIR;Ozone (air);O3;71,962;µg/m3;FAIR
FR20046;2005;GOOD;Nitrogen dioxide (air);NO2;30,718;µg/m3;GOOD
FR20046;2005;GOOD;Sulphur dioxide (air);SO2;1,877;µg/m3;GOOD
FR20046;2005;GOOD;Ozone (air);O3;44,938;µg/m3;GOOD
FR18032;1999;GOOD;Nitrogen dioxide (air);NO2;29,787;µg/m3;GOOD
FR18032;1999;GOOD;Ozone (air);O3;43,483;µg/m3;GOOD
FR12016;2005;GOOD;Sulphur dioxide (air);SO2;2,924;µg/m3;GOOD
FR16056;2006;GOOD;Nitrogen dioxide (air);NO2;30,163;µg/m3;GOOD
FR03029;2011;FAIR;Nitrogen dioxide (air);NO2;31,78;µg/m3;GOOD
FR03029;2011;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;18,614;µg/m3;FAIR
FR03029;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;22,918;µg/m3;FAIR
FR03029;2011;FAIR;Ozone (air);O3;54,321;µg/m3;FAIR
PT03083;2012;FAIR;Nitrogen dioxide (air);NO2;27,139;µg/m3;GOOD
PT03083;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;9,406;µg/m3;GOOD
PT03083;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,671;µg/m3;FAIR
PT03083;2012;FAIR;Ozone (air);O3;55,547;µg/m3;FAIR
ES1676A;2007;FAIR;Nitrogen dioxide (air);NO2;6,543;µg/m3;GOOD
ES1676A;2007;FAIR;Sulphur dioxide (air);SO2;4,422;µg/m3;GOOD
ES1676A;2007;FAIR;Ozone (air);O3;66,253;µg/m3;FAIR
ES1419A;1997;MODERATE;Nitrogen dioxide (air);NO2;4,69;µg/m3;GOOD
ES1419A;1997;MODERATE;Sulphur dioxide (air);SO2;10,203;µg/m3;GOOD
ES1419A;1997;MODERATE;Ozone (air);O3;103,461;µg/m3;MODERATE
FR19007;1999;FAIR;Nitrogen dioxide (air);NO2;48,081;µg/m3;FAIR
FR04002;2007;GOOD;Nitrogen dioxide (air);NO2;31,71;µg/m3;GOOD
FR04002;2007;GOOD;Ozone (air);O3;37,297;µg/m3;GOOD
ES1762A;2007;FAIR;Nitrogen dioxide (air);NO2;16,09;µg/m3;GOOD
ES1762A;2007;FAIR;Sulphur dioxide (air);SO2;11,273;µg/m3;GOOD
ES1762A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;36,062;µg/m3;FAIR
FR18026;2003;FAIR;Ozone (air);O3;52,881;µg/m3;FAIR
ES1610A;2004;FAIR;Nitrogen dioxide (air);NO2;39,999;µg/m3;GOOD
ES1610A;2004;FAIR;Sulphur dioxide (air);SO2;3,105;µg/m3;GOOD
ES1610A;2004;FAIR;Particulate matter < 10 µm (aerosol);PM10;29,358;µg/m3;FAIR
ES1610A;2004;FAIR;Ozone (air);O3;36,144;µg/m3;GOOD
FR07008;2005;FAIR;Nitrogen dioxide (air);NO2;31,314;µg/m3;GOOD
FR07008;2005;FAIR;Ozone (air);O3;52,97;µg/m3;FAIR
ES1601A;2004;FAIR;Nitrogen dioxide (air);NO2;8,621;µg/m3;GOOD
ES1601A;2004;FAIR;Sulphur dioxide (air);SO2;2,356;µg/m3;GOOD
ES1601A;2004;FAIR;Particulate matter < 10 µm (aerosol);PM10;16,416;µg/m3;GOOD
ES1601A;2004;FAIR;Ozone (air);O3;59,111;µg/m3;FAIR
FR07004;2007;GOOD;Nitrogen dioxide (air);NO2;27,716;µg/m3;GOOD
FR07004;2007;GOOD;Ozone (air);O3;46,401;µg/m3;GOOD
FR23110;2001;FAIR;Nitrogen dioxide (air);NO2;16,028;µg/m3;GOOD
FR23110;2001;FAIR;Sulphur dioxide (air);SO2;4,391;µg/m3;GOOD
FR23110;2001;FAIR;Ozone (air);O3;57,406;µg/m3;FAIR
ES1595A;2011;FAIR;Nitrogen dioxide (air);NO2;17,952;µg/m3;GOOD
ES1595A;2011;FAIR;Sulphur dioxide (air);SO2;4,48;µg/m3;GOOD
ES1595A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,326;µg/m3;FAIR
ES1595A;2011;FAIR;Ozone (air);O3;45,021;µg/m3;GOOD
FR07007;2000;FAIR;Nitrogen dioxide (air);NO2;56,5;µg/m3;FAIR
PT04005;1990;GOOD;Nitrogen dioxide (air);NO2;4,35;µg/m3;GOOD
PT04005;1990;GOOD;Ozone (air);O3;47,964;µg/m3;GOOD
ES1312A;2004;GOOD;Nitrogen dioxide (air);NO2;23,425;µg/m3;GOOD
ES1312A;2004;GOOD;Sulphur dioxide (air);SO2;6,788;µg/m3;GOOD
FR02012;2012;FAIR;Nitrogen dioxide (air);NO2;14,1;µg/m3;GOOD
FR02012;2012;FAIR;Sulphur dioxide (air);SO2;2,284;µg/m3;GOOD
FR02012;2012;FAIR;Ozone (air);O3;60,68;µg/m3;FAIR
ES1601A;2011;FAIR;Nitrogen dioxide (air);NO2;9,81;µg/m3;GOOD
ES1601A;2011;FAIR;Sulphur dioxide (air);SO2;2,037;µg/m3;GOOD
ES1601A;2011;FAIR;Ozone (air);O3;56,38;µg/m3;FAIR
ES1954A;2010;FAIR;Nitrogen dioxide (air);NO2;11,92;µg/m3;GOOD
ES1954A;2010;FAIR;Sulphur dioxide (air);SO2;3,856;µg/m3;GOOD
ES1954A;2010;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;4,421;µg/m3;GOOD
ES1954A;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;18,174;µg/m3;GOOD
ES1954A;2010;FAIR;Ozone (air);O3;58,272;µg/m3;FAIR
FR27002;2006;GOOD;Nitrogen dioxide (air);NO2;36,708;µg/m3;GOOD
FR27002;2006;GOOD;Sulphur dioxide (air);SO2;3,448;µg/m3;GOOD
FR27002;2006;GOOD;Ozone (air);O3;38,159;µg/m3;GOOD
FR08004;2006;FAIR;Nitrogen dioxide (air);NO2;57,689;µg/m3;FAIR
ES1339A;2010;FAIR;Nitrogen dioxide (air);NO2;22,156;µg/m3;GOOD
ES1339A;2010;FAIR;Sulphur dioxide (air);SO2;2,14;µg/m3;GOOD
ES1339A;2010;FAIR;Ozone (air);O3;56,213;µg/m3;FAIR
ES0588A;2003;FAIR;Nitrogen dioxide (air);NO2;24,162;µg/m3;GOOD
ES0588A;2003;FAIR;Sulphur dioxide (air);SO2;11,656;µg/m3;GOOD
ES0588A;2003;FAIR;Particulate matter < 10 µm (aerosol);PM10;23,064;µg/m3;FAIR
ES0588A;2003;FAIR;Ozone (air);O3;52,175;µg/m3;FAIR
FR03061;2002;FAIR;Nitrogen dioxide (air);NO2;12,594;µg/m3;GOOD
FR03061;2002;FAIR;Ozone (air);O3;66,048;µg/m3;FAIR
FR07001;2011;FAIR;Nitrogen dioxide (air);NO2;12,924;µg/m3;GOOD
FR07001;2011;FAIR;Ozone (air);O3;58,181;µg/m3;FAIR
ES1780A;2010;GOOD;Nitrogen dioxide (air);NO2;6,969;µg/m3;GOOD
ES1780A;2010;GOOD;Sulphur dioxide (air);SO2;15;µg/m3;GOOD
ES0628A;2003;GOOD;Nitrogen dioxide (air);NO2;38,39;µg/m3;GOOD
ES0628A;2003;GOOD;Sulphur dioxide (air);SO2;18,096;µg/m3;GOOD
FR22009;2001;GOOD;Sulphur dioxide (air);SO2;23,963;µg/m3;GOOD
FR20005;2004;GOOD;Sulphur dioxide (air);SO2;4,7;µg/m3;GOOD
FR20023;2002;FAIR;Nitrogen dioxide (air);NO2;59,731;µg/m3;FAIR
FR20023;2002;FAIR;Sulphur dioxide (air);SO2;19,496;µg/m3;GOOD
FR33112;2008;GOOD;Nitrogen dioxide (air);NO2;21,608;µg/m3;GOOD
FR33112;2008;GOOD;Sulphur dioxide (air);SO2;12,815;µg/m3;GOOD
FR07014;2002;FAIR;Ozone (air);O3;63,757;µg/m3;FAIR
ES1773A;2007;GOOD;Nitrogen dioxide (air);NO2;23,42;µg/m3;GOOD
ES1773A;2007;GOOD;Sulphur dioxide (air);SO2;1,631;µg/m3;GOOD
FR20025;2002;GOOD;Sulphur dioxide (air);SO2;2,761;µg/m3;GOOD
ES0078A;2003;GOOD;Nitrogen dioxide (air);NO2;4,202;µg/m3;GOOD
ES0078A;2003;GOOD;Sulphur dioxide (air);SO2;10,052;µg/m3;GOOD
ES0078A;2003;GOOD;Particulate matter < 10 µm (aerosol);PM10;16,952;µg/m3;GOOD
ES1604A;2004;FAIR;Nitrogen dioxide (air);NO2;12,752;µg/m3;GOOD
ES1604A;2004;FAIR;Sulphur dioxide (air);SO2;2,945;µg/m3;GOOD
ES1604A;2004;FAIR;Particulate matter < 10 µm (aerosol);PM10;25;µg/m3;FAIR
ES1604A;2004;FAIR;Ozone (air);O3;67,379;µg/m3;FAIR
ES1439A;2004;GOOD;Nitrogen dioxide (air);NO2;9,595;µg/m3;GOOD
ES1439A;2004;GOOD;Sulphur dioxide (air);SO2;9,748;µg/m3;GOOD
ES0104A;2008;GOOD;Nitrogen dioxide (air);NO2;29,026;µg/m3;GOOD
ES0104A;2008;GOOD;Sulphur dioxide (air);SO2;7,892;µg/m3;GOOD
FR24005;2000;GOOD;Ozone (air);O3;36,098;µg/m3;GOOD
PT05007;2012;FAIR;Nitrogen dioxide (air);NO2;9,362;µg/m3;GOOD
PT05007;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;1,407;µg/m3;GOOD
PT05007;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;18,994;µg/m3;GOOD
PT05007;2012;FAIR;Ozone (air);O3;70,576;µg/m3;FAIR
FR15043;2008;GOOD;Nitrogen dioxide (air);NO2;24,055;µg/m3;GOOD
FR15043;2008;GOOD;Sulphur dioxide (air);SO2;2,613;µg/m3;GOOD
FR15043;2008;GOOD;Ozone (air);O3;33,431;µg/m3;GOOD
ES1599A;2007;FAIR;Nitrogen dioxide (air);NO2;7,746;µg/m3;GOOD
ES1599A;2007;FAIR;Sulphur dioxide (air);SO2;5,421;µg/m3;GOOD
ES1599A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;17,163;µg/m3;GOOD
ES1599A;2007;FAIR;Ozone (air);O3;70,773;µg/m3;FAIR
ES1020A;2001;FAIR;Nitrogen dioxide (air);NO2;53,582;µg/m3;FAIR
ES1020A;2001;FAIR;Sulphur dioxide (air);SO2;8,039;µg/m3;GOOD
ES1020A;2001;FAIR;Ozone (air);O3;24,564;µg/m3;GOOD
FR03068;2011;FAIR;Nitrogen dioxide (air);NO2;54,968;µg/m3;FAIR
FR03068;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;38,078;µg/m3;FAIR
PT04003;2009;FAIR;Nitrogen dioxide (air);NO2;2,375;µg/m3;GOOD
PT04003;2009;FAIR;Sulphur dioxide (air);SO2;3,657;µg/m3;GOOD
PT04003;2009;FAIR;Ozone (air);O3;53,793;µg/m3;FAIR
ES1428A;2004;GOOD;Nitrogen dioxide (air);NO2;31,287;µg/m3;GOOD
ES1428A;2004;GOOD;Sulphur dioxide (air);SO2;5,545;µg/m3;GOOD
ES1428A;2004;GOOD;Ozone (air);O3;42,61;µg/m3;GOOD
ES0584A;2004;GOOD;Nitrogen dioxide (air);NO2;35,707;µg/m3;GOOD
ES0584A;2004;GOOD;Sulphur dioxide (air);SO2;3,143;µg/m3;GOOD
